time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-09-11T07:35:57.187Z,-21.3968,-69.9096,51,6.2,mww,,72,0.077,0.88,us,us7000blm2,2022-03-10T05:40:19.128Z,"82 km NNE of Tocopilla, Chile",earthquake,6.3,1.9,0.071,19,reviewed,us,us
2020-09-09T07:18:40.291Z,4.1773,126.6447,17,5.7,mww,,32,3.062,1.17,us,us7000bk82,2022-03-10T05:39:54.513Z,"188 km SE of Sarangani, Philippines",earthquake,6.8,1.7,0.089,12,reviewed,us,us
2020-09-08T00:45:20.853Z,-4.8713,129.7548,172,5.9,mww,,13,3.154,0.78,us,us7000bjgb,2020-11-17T19:44:53.040Z,"193 km SSE of Amahai, Indonesia",earthquake,5.3,1.8,0.098,10,reviewed,us,us
2020-09-07T17:40:44.173Z,-24.5115,-111.9893,10,5.6,mww,,34,3.501,1.1,us,us7000bjci,2020-11-17T19:44:52.040Z,Easter Island region,earthquake,10.1,1.8,0.066,22,reviewed,us,us
2020-09-07T06:29:14.938Z,-17.1622,168.5076,10,5.7,mww,,41,2.116,0.83,us,us7000bj71,2022-03-10T05:39:35.558Z,"66 km NNE of Port-Vila, Vanuatu",earthquake,7,1.8,0.05,38,reviewed,us,us
2020-09-07T06:12:39.688Z,-17.1102,168.5034,10,6.2,mww,,41,2.072,1.03,us,us7000bj6y,2022-03-10T05:39:08.921Z,"72 km NNE of Port-Vila, Vanuatu",earthquake,6.9,1.8,0.058,29,reviewed,us,us
2020-09-06T15:23:43.148Z,6.2693,125.8285,120,6.3,mww,,29,0.832,1.22,us,us7000biyd,2021-05-14T09:43:48.716Z,"17 km E of Talagutong, Philippines",earthquake,7.2,1.9,0.045,47,reviewed,us,us
2020-09-06T14:55:19.447Z,-20.7035,-173.5713,10,5.5,mww,,44,3.792,1.28,us,us7000biy6,2020-11-17T19:44:46.040Z,"127 km SE of Pangai, Tonga",earthquake,7.6,1.8,0.073,18,reviewed,us,us
2020-09-06T02:59:16.073Z,-17.1562,167.5321,10,6.2,mww,,59,1.728,1.19,us,us7000birm,2020-11-17T19:44:43.040Z,"104 km NW of Port-Vila, Vanuatu",earthquake,6.1,0.9,0.052,36,reviewed,us,us
2020-09-06T01:16:58.935Z,-30.3388,-71.4912,30,6.3,mww,,32,0.356,1.09,us,us7000biqb,2022-03-10T05:38:26.312Z,"40 km NW of Ovalle, Chile",earthquake,5,1.8,0.042,54,reviewed,us,us
2020-09-06T00:21:10.820Z,1.6686,126.5621,30,5.9,mww,,20,1.2,0.89,us,us7000bipw,2020-11-17T19:44:42.040Z,"133 km NW of Ternate, Indonesia",earthquake,5.4,1.7,0.073,18,reviewed,us,us
2020-09-04T17:45:21.829Z,8.3579,-82.9722,13.17,5.6,mww,,35,0.347,0.89,us,us7000bi01,2022-03-10T05:38:06.617Z,"11 km WSW of Finca Blanco, Panama",earthquake,5,2.8,0.037,71,reviewed,us,us
2020-09-01T21:09:17.852Z,-27.9162,-71.3701,16,6.5,mww,,49,0.388,0.9,us,us7000bg4v,2022-03-10T05:37:20.437Z,"94 km NW of Vallenar, Chile",earthquake,4.3,1.6,0.071,19,reviewed,us,us
2020-09-01T10:31:52.471Z,-27.8691,-71.3922,22,5.7,mww,,130,0.436,0.71,us,us7000bfq3,2020-11-07T18:48:43.040Z,"99 km NW of Vallenar, Chile",earthquake,4.1,1.3,0.061,26,reviewed,us,us
2020-09-01T07:01:25.574Z,-27.9964,-71.3814,18.11,5.8,mww,,86,0.341,1.04,us,us7000bfmj,2020-11-07T18:48:42.040Z,"88 km NW of Vallenar, Chile",earthquake,3.7,2.6,0.078,16,reviewed,us,us
2020-09-01T04:30:02.173Z,-28.0315,-71.2662,16.18,6.3,mww,,69,0.242,0.91,us,us7000bfjx,2022-03-10T05:36:59.149Z,"78 km NW of Vallenar, Chile",earthquake,4,3,0.058,29,reviewed,us,us
2020-09-01T00:51:17.028Z,58.7196,158.9837,10,5.6,mww,,30,4.316,0.73,us,us7000bfij,2020-11-07T18:48:41.040Z,"69 km SW of Palana, Russia",earthquake,7.2,1.7,0.038,67,reviewed,us,us
2020-08-31T21:18:02.693Z,-35.4385,-15.6138,10,5.9,mww,,31,3.122,1.05,us,us7000bfgl,2020-11-07T18:48:40.040Z,Tristan da Cunha region,earthquake,7.9,1.7,0.063,24,reviewed,us,us
2020-08-31T20:28:08.904Z,-54.9713,-130.1897,10,5.8,mww,,53,31.205,1.17,us,us7000bffs,2020-11-07T18:48:40.040Z,Pacific-Antarctic Ridge,earthquake,5.3,1.8,0.073,18,reviewed,us,us
2020-08-31T17:24:04.946Z,-4.0158,70.1973,10,6.1,mww,,22,4.041,1.28,us,us7000bfbx,2020-11-07T18:48:40.040Z,Chagos Archipelago region,earthquake,8,1.7,0.047,44,reviewed,us,us
2020-08-30T21:20:29.757Z,0.7821,-29.8656,10,6.5,mww,,31,15.394,0.66,us,us7000bf3k,2021-06-26T03:42:19.461Z,central Mid-Atlantic Ridge,earthquake,9.3,1.7,0.046,46,reviewed,us,us
2020-08-28T15:47:05.845Z,-36.8973,177.1856,10,5.6,mww,,139,1.114,0.99,us,us7000beek,2020-11-07T18:48:32.040Z,"116 km NE of Maketu, New Zealand",earthquake,8.5,1.8,0.068,21,reviewed,us,us
2020-08-28T02:24:18.151Z,-54.7673,1.4756,10,5.9,mww,,40,17.072,1.14,us,us7000be5j,2020-11-07T18:48:31.040Z,Bouvet Island region,earthquake,11.3,1.8,0.075,17,reviewed,us,us
2020-08-25T19:08:52.908Z,-5.5454,151.8365,22,6.2,mww,,18,1.25,0.73,us,us7000bcty,2022-03-10T05:35:42.444Z,"141 km SSW of Kokopo, Papua New Guinea",earthquake,5.5,1.7,0.047,43,reviewed,us,us
2020-08-25T19:04:41.328Z,-5.5708,151.804,10,5.5,mb,,41,1.28,0.84,us,us7000bed1,2022-03-10T05:35:28.006Z,"145 km SSW of Kokopo, Papua New Guinea",earthquake,8.1,1.8,0.053,122,reviewed,us,us
2020-08-25T19:02:58.437Z,-5.5579,151.8638,23,6,mww,,16,1.259,0.72,us,us7000bctq,2022-03-10T05:35:09.297Z,"141 km SSW of Kokopo, Papua New Guinea",earthquake,5.8,1.8,0.055,32,reviewed,us,us
2020-08-25T05:18:11.310Z,-4.0329,-80.815,28,5.5,mww,,30,3.911,0.67,us,us7000bcgc,2022-03-10T05:34:49.417Z,"9 km WNW of Papayal, Peru",earthquake,6.3,1.3,0.057,30,reviewed,us,us
2020-08-24T21:51:09.259Z,9.5785,-84.6376,20,6,mww,,84,0.644,1.26,us,us7000bcbv,2022-03-10T05:34:30.233Z,"4 km SSW of Jacó, Costa Rica",earthquake,5.5,1.8,0.041,57,reviewed,us,us
2020-08-24T17:14:55.764Z,-15.2904,-174.088,10,5.6,mww,,75,2.62,1.4,us,us7000bc4w,2020-10-31T19:06:23.040Z,"79 km NNW of Hihifo, Tonga",earthquake,8.8,1.8,0.08,15,reviewed,us,us
2020-08-22T11:58:48.512Z,-49.8998,-115.6265,10,5.6,mww,,78,31.989,1.11,us,us7000bcmy,2020-10-31T19:06:27.040Z,southern East Pacific Rise,earthquake,8.5,1.9,0.068,21,reviewed,us,us
2020-08-22T10:21:29.589Z,-7.1347,-12.9698,10,5.5,mww,,32,1.59,0.57,us,us6000bizy,2020-10-31T19:06:16.040Z,Ascension Island region,earthquake,9,1.8,0.059,28,reviewed,us,us
2020-08-22T08:38:01.740Z,-7.1849,-12.972,10,5.8,mww,,41,1.563,0.55,us,us6000biyj,2020-10-31T19:06:16.040Z,"178 km ENE of Georgetown, Saint Helena",earthquake,6.3,1.8,0.046,45,reviewed,us,us
2020-08-22T00:39:35.576Z,-4.0808,100.9938,21,5.5,mww,,30,1.976,0.8,us,us6000biub,2020-10-31T19:06:15.040Z,"144 km WSW of Bengkulu, Indonesia",earthquake,6.5,1.7,0.073,18,reviewed,us,us
2020-08-18T04:40:32.916Z,-36.3626,52.2739,10,5.8,mww,,36,10.063,0.94,us,us6000bgdq,2020-10-24T20:09:01.040Z,Southwest Indian Ridge,earthquake,9.4,1.7,0.098,10,reviewed,us,us
2020-08-16T20:05:50.279Z,51.2142,-171.088,18,5.8,mww,,69,2.151,0.88,us,us6000bfpw,2021-08-16T20:16:02.158Z,"241 km ESE of Atka, Alaska",earthquake,6.5,1.8,0.035,79,reviewed,us,us
2020-08-15T06:40:37.719Z,-22.7578,-112.3155,10,5.8,mww,,44,5.103,0.67,us,us6000bf3f,2020-10-24T20:08:52.040Z,Easter Island region,earthquake,9.1,1.9,0.052,35,reviewed,us,us
2020-08-13T06:40:00.548Z,53.4301,-163.7134,28,5.7,mww,,119,1.36,0.82,us,us6000bduv,2021-08-13T06:50:09.429Z,"156 km ESE of Akutan, Alaska",earthquake,4.2,1.9,0.029,117,reviewed,us,us
2020-08-12T22:40:45.802Z,28.0443,65.9578,13.98,5.6,mww,,37,6.993,0.74,us,us6000bdq8,2022-03-10T05:33:11.668Z,"57 km SSW of Surab, Pakistan",earthquake,7.1,2.1,0.083,14,reviewed,us,us
2020-08-12T22:32:38.305Z,19.8876,121.2803,10,5.5,mww,,27,2.921,0.56,us,us6000bdq1,2020-10-24T20:08:46.040Z,"95 km SW of Basco, Philippines",earthquake,6.9,1.8,0.057,30,reviewed,us,us
2020-08-12T17:13:16.180Z,-7.3327,39.8126,17.55,6,mww,,26,5.245,0.99,us,us6000bdg8,2022-03-10T05:32:48.234Z,"66 km NNE of Kilindoni, Tanzania",earthquake,9.5,2.9,0.047,43,reviewed,us,us
2020-08-10T14:13:27.331Z,16.8638,-85.8536,10,5.7,mww,,28,3.108,0.78,us,us6000bbu3,2022-03-10T05:32:18.765Z,"45 km N of Savannah Bight, Honduras",earthquake,6.6,1.8,0.041,57,reviewed,us,us
2020-08-09T23:42:33.593Z,-53.0167,11.5801,10,5.7,mww,,18,19.771,0.95,us,us6000bbmw,2020-10-21T22:04:02.040Z,southwest of Africa,earthquake,10.1,1.7,0.063,24,reviewed,us,us
2020-08-09T12:42:13.079Z,0.9296,-27.7257,10,5.5,mww,,50,10.568,0.49,us,us6000bbh7,2020-10-21T22:04:01.040Z,central Mid-Atlantic Ridge,earthquake,9.6,1.7,0.058,29,reviewed,us,us
2020-08-08T14:42:54.082Z,54.7143,-161.1058,38.61,5.5,mww,,106,0.617,1.16,us,us6000bb4r,2020-10-21T22:03:58.040Z,"79 km SSW of Sand Point, Alaska",earthquake,3.6,3.6,0.033,87,reviewed,us,us
2020-08-06T23:36:44.553Z,-41.6794,42.4486,10,6.3,mww,,18,8.274,0.8,us,us6000badi,2021-08-21T05:29:22.139Z,Prince Edward Islands region,earthquake,8.7,1.7,0.046,45,reviewed,us,us
2020-08-05T12:05:36.589Z,-16.0944,168.065,181.88,6.4,mww,,24,1.05,0.78,us,us6000b9mv,2020-10-21T22:03:52.040Z,"69 km E of Lakatoro, Vanuatu",earthquake,7.6,2.9,0.034,83,reviewed,us,us
2020-08-04T19:17:51.654Z,13.3483,-92.0069,5.48,5.8,mww,,26,1.208,1.02,us,us6000b9cc,2020-10-10T17:11:16.040Z,"105 km S of Champerico, Guatemala",earthquake,5.4,2.7,0.048,42,reviewed,us,us
2020-08-04T16:31:18.873Z,-12.5623,166.6146,70,5.6,mww,,48,2.924,1.38,us,us6000b993,2020-10-10T17:11:15.040Z,"177 km NW of Sola, Vanuatu",earthquake,5.4,1.9,0.049,40,reviewed,us,us
2020-08-04T09:37:37.015Z,38.1878,38.698,10,5.6,mww,,30,0.947,0.91,us,us6000b930,2022-03-10T05:30:54.343Z,"18 km NNE of Sincik, Turkey",earthquake,3.1,1.7,0.053,34,reviewed,us,us
2020-08-03T21:16:19.928Z,-61.4142,161.4239,10,5.6,mww,,40,7.058,0.8,us,us6000b8vp,2020-10-10T17:11:12.040Z,Balleny Islands region,earthquake,13.8,1.8,0.078,16,reviewed,us,us
2020-08-03T11:56:52.129Z,-19.5898,-69.1855,101.56,5.5,mww,,42,0.078,0.86,us,us6000b8pf,2020-10-10T17:11:11.040Z,"122 km NE of Iquique, Chile",earthquake,5.7,3.2,0.054,33,reviewed,us,us
2020-08-02T09:29:57.474Z,-3.0983,148.9161,10,5.9,mww,,52,1.869,0.92,us,us6000b8b6,2020-10-10T17:11:09.040Z,"216 km WSW of Kavieng, Papua New Guinea",earthquake,7.3,1.9,0.061,26,reviewed,us,us
2020-08-02T03:01:33.864Z,-20.8168,173.4732,10,5.7,mww,,107,5.123,1.07,us,us6000b88w,2020-10-10T17:11:09.040Z,Vanuatu region,earthquake,8,1.8,0.052,36,reviewed,us,us
2020-08-01T19:45:49.285Z,-22.8055,-175.8836,20.28,5.6,mww,,35,6.671,0.79,us,us6000b84u,2020-10-10T17:11:08.040Z,"189 km SSW of ‘Ohonua, Tonga",earthquake,7.7,3.6,0.071,19,reviewed,us,us
2020-08-01T19:22:05.163Z,-3.1951,148.6496,10,6.1,mww,,23,1.718,0.67,us,us6000b84f,2020-10-10T17:11:08.040Z,"199 km SE of Lorengau, Papua New Guinea",earthquake,6.1,1.7,0.046,45,reviewed,us,us
2020-08-01T19:08:49.710Z,-3.1882,148.7475,10,5.7,mww,,50,1.788,0.5,us,us6000b849,2020-10-10T17:11:08.040Z,"207 km SE of Lorengau, Papua New Guinea",earthquake,6.5,1.8,0.061,26,reviewed,us,us
2020-08-01T17:09:01.952Z,7.2932,124.1331,483,6.4,mww,,13,1.451,1.04,us,us6000b80p,2021-05-16T02:12:35.526Z,"11 km SW of Polloc, Philippines",earthquake,7.4,1.9,0.027,129,reviewed,us,us
2020-08-01T09:17:17.522Z,-22.9245,-13.5001,10,5.5,mww,,46,10.072,0.47,us,us6000b7wu,2020-10-10T17:11:07.040Z,southern Mid-Atlantic Ridge,earthquake,4.6,1.8,0.075,17,reviewed,us,us
2020-07-31T10:02:16.044Z,-8.8214,152.7763,10,5.6,mww,,35,4.64,0.41,us,us6000b7d1,2022-03-10T05:30:41.434Z,D'Entrecasteaux Islands region,earthquake,8.1,1.8,0.075,17,reviewed,us,us
2020-07-31T06:06:41.589Z,8.5416,126.5987,28,5.7,mww,,32,1.777,0.97,us,us6000b7ai,2022-03-10T05:30:26.437Z,"34 km ENE of Hinatuan, Philippines",earthquake,8.2,1.9,0.052,36,reviewed,us,us
2020-07-30T19:16:50.124Z,-19.0784,-173.3356,10,5.7,mww,,32,3.223,0.96,us,us6000b72l,2020-10-10T17:11:04.040Z,"83 km SE of Neiafu, Tonga",earthquake,7.9,1.7,0.08,15,reviewed,us,us
2020-07-30T00:35:56.884Z,30.6287,141.7721,14.25,5.8,mww,,15,2.986,0.84,us,us6000b6i4,2020-10-10T17:11:01.040Z,"Izu Islands, Japan region",earthquake,6.2,2.5,0.048,42,reviewed,us,us
2020-07-29T09:12:16.363Z,54.9443,-160.3298,39,5.6,mww,,74,0.414,1.1,us,us6000b5zl,2020-10-10T17:11:00.040Z,"44 km SSE of Sand Point, Alaska",earthquake,4.4,1.8,0.031,101,reviewed,us,us
2020-07-28T08:03:43.215Z,54.7905,-161.2041,35.15,6.1,mww,,37,0.523,1.29,us,us6000b56k,2020-10-03T17:32:28.040Z,"75 km SW of Sand Point, Alaska",earthquake,2.6,3.2,0.024,163,reviewed,us,us
2020-07-27T19:34:37.979Z,54.9365,-160.3108,37.48,5.5,mww,,42,0.424,1.27,us,us6000b4yh,2020-10-03T17:32:27.040Z,"46 km SSE of Sand Point, Alaska",earthquake,4.5,1.9,0.034,84,reviewed,us,us
2020-07-27T17:32:45.227Z,9.0183,126.2681,43.39,5.8,mww,,26,2.052,1.18,us,us6000b4ug,2022-03-10T05:30:11.616Z,"3 km N of La Paz, Philippines",earthquake,7.3,3.1,0.047,44,reviewed,us,us
2020-07-26T00:53:59.061Z,-60.7833,-25.413,10,6.4,mww,,20,8.818,0.57,us,us6000b46r,2020-10-03T17:32:23.040Z,South Sandwich Islands region,earthquake,8.7,1.7,0.046,45,reviewed,us,us
2020-07-24T03:19:50.979Z,15.5641,-96.0043,11,5.5,mww,,95,0.227,1.14,us,us6000b35c,2022-03-10T05:29:28.813Z,"26 km SSE of Crucecita, Mexico",earthquake,5.5,1.9,0.036,75,reviewed,us,us
2020-07-22T21:39:58.521Z,55.2459,-159.344,35.64,5.5,mww,,49,0.439,0.76,us,us6000b29h,2020-10-03T17:32:15.040Z,"73 km S of Ivanof Bay, Alaska",earthquake,4.6,4.5,0.044,50,reviewed,us,us
2020-07-22T20:07:19.194Z,33.1438,86.8637,10,6.3,mww,,14,5.168,0.88,us,us6000b26j,2020-10-03T17:32:15.040Z,western Xizang,earthquake,2.8,1.7,0.071,19,reviewed,us,us
2020-07-22T08:13:30.171Z,55.2036,-159.3181,45.22,5.7,mwr,,32,0.404,1.18,us,us7000asy0,2020-10-03T17:32:41.040Z,"76 km ESE of Sand Point, Alaska",earthquake,4.7,4.8,0.05,39,reviewed,us,us
2020-07-22T06:20:07.865Z,54.7461,-158.875,24.6,5.6,mb,,167,0.422,1.29,us,us7000aswr,2020-10-03T17:32:40.040Z,"122 km ESE of Sand Point, Alaska",earthquake,5.4,1.7,0.14,18,reviewed,us,us
2020-07-22T06:16:18.627Z,54.969,-159.0413,16.53,6.1,mb,,145,0.345,0.73,us,us7000asx4,2020-10-03T17:32:40.040Z,"101 km ESE of Sand Point, Alaska",earthquake,3.6,2.5,0.101,37,reviewed,us,us
2020-07-21T20:56:25.167Z,-20.8045,-178.6325,605.2,6,mww,,34,6.479,0.98,us,us7000asms,2020-09-26T16:58:44.040Z,Fiji region,earthquake,8.6,2.9,0.068,21,reviewed,us,us
2020-07-18T15:32:36.835Z,-15.2553,-172.694,12,6.1,mww,,56,1.603,1.11,us,us7000aqwd,2020-09-26T16:58:36.040Z,"141 km ENE of Hihifo, Tonga",earthquake,7.2,1.8,0.043,52,reviewed,us,us
2020-07-18T01:37:15.512Z,-10.4102,161.394,48,5.8,mww,,35,1.721,1.13,us,us7000aqpi,2022-03-10T05:28:40.195Z,"57 km W of Kirakira, Solomon Islands",earthquake,7.5,1.9,0.049,40,reviewed,us,us
2020-07-17T18:32:58.716Z,12.0979,94.9745,5.07,5.7,mww,,33,2.227,1.18,us,us7000aqj0,2020-09-26T16:58:35.040Z,"247 km E of Port Blair, India",earthquake,5.7,2.8,0.057,30,reviewed,us,us
2020-07-17T14:03:40.437Z,11.8485,94.9362,10,6.1,mww,,61,2.155,0.84,us,us7000aqaw,2020-09-26T16:58:34.040Z,"239 km E of Port Blair, India",earthquake,6.1,1.8,0.043,53,reviewed,us,us
2020-07-17T05:40:36.300Z,-20.2355,-70.1328,73.56,5.9,mww,,30,0.635,1.18,us,us7000aq5p,2022-03-10T05:28:21.062Z,"3 km SE of Iquique, Chile",earthquake,4.3,1.5,0.08,15,reviewed,us,us
2020-07-15T21:39:40.208Z,7.4645,-81.91,6.59,5.8,mww,,37,1.529,0.63,us,us7000apd0,2021-06-28T15:33:16.939Z,"69 km WSW of Río Grande, Panama",earthquake,4.6,2.9,0.046,45,reviewed,us,us
2020-07-14T23:33:58.152Z,-7.2022,120.4556,584.48,5.7,mww,,34,2.268,1.01,us,us7000anpp,2020-09-19T20:58:23.040Z,"155 km N of Ruteng, Indonesia",earthquake,9.4,5.7,0.049,40,reviewed,us,us
2020-07-06T18:19:09.971Z,31.5275,138.1263,388.56,5.7,mww,,35,2.118,0.69,us,us7000aiyp,2020-09-11T22:14:21.040Z,"Izu Islands, Japan region",earthquake,6.8,4.2,0.071,19,reviewed,us,us
2020-07-06T18:16:18.418Z,12.0809,140.2476,10,6.2,mww,,19,4.749,0.95,us,us7000aixy,2021-09-05T04:03:25.659Z,"257 km N of Fais, Micronesia",earthquake,7.5,1.7,0.058,29,reviewed,us,us
2020-07-06T12:58:04.288Z,21.0329,144.8578,125,5.5,mww,,34,5.828,0.73,us,us7000aiqf,2022-06-22T06:43:47.805Z,Mariana Islands region,earthquake,3.9,1.9,0.063,24,reviewed,us,us
2020-07-05T18:50:01.333Z,-14.9002,167.3834,115,5.8,mww,,62,0.57,0.94,us,us7000aid9,2020-09-11T22:14:17.040Z,"36 km ENE of Port-Olry, Vanuatu",earthquake,9.3,1.8,0.063,24,reviewed,us,us
2020-07-05T08:53:34.372Z,53.2962,-160.4182,10,5.5,mww,,40,1.613,0.6,us,us7000ai7p,2022-06-21T06:43:45.440Z,"227 km S of Sand Point, Alaska",earthquake,5.5,1.8,0.032,92,reviewed,us,us
2020-07-04T01:34:45.174Z,-9.6799,154.9027,10,5.5,mww,,38,4.981,1.27,us,us7000ahpd,2020-09-11T22:14:08.040Z,"275 km SW of Gizo, Solomon Islands",earthquake,8,1.7,0.046,45,reviewed,us,us
2020-06-29T19:40:12.948Z,-11.5062,-13.5309,10,5.7,mww,,36,2.758,0.9,us,us7000ael8,2020-09-05T17:35:34.040Z,Ascension Island region,earthquake,9.2,1.8,0.065,23,reviewed,us,us
2020-06-25T21:05:18.140Z,35.5948,82.4158,10,6.3,mww,,24,6.134,0.63,us,us7000abmk,2022-03-10T05:26:27.090Z,"278 km SE of Hotan, China",earthquake,7,1.7,0.062,25,reviewed,us,us
2020-06-25T06:08:28.131Z,-26.1281,70.7905,10,5.5,mww,,48,14.645,0.72,us,us7000aaq2,2020-09-05T17:35:18.040Z,Indian Ocean Triple Junction,earthquake,7.2,1.8,0.058,29,reviewed,us,us
2020-06-24T22:20:02.174Z,-44.6494,167.4756,10.8,5.6,mww,,25,0.846,0.63,us,us7000aag4,2020-09-05T17:35:17.040Z,"87 km NNW of Te Anau, New Zealand",earthquake,4.1,2.5,0.061,26,reviewed,us,us
2020-06-24T19:47:45.011Z,35.4711,141.0738,29.05,5.9,mww,,33,0.642,0.97,us,us7000aabt,2022-03-10T05:25:39.141Z,"36 km SE of Hasaki, Japan",earthquake,5.8,2.8,0.05,39,reviewed,us,us
2020-06-24T17:40:49.240Z,36.4468333,-117.9751667,4.66,5.8,mw,48,67,0.08494,0.19,ci,ci39493944,2022-06-10T06:43:47.206Z,"18km SSE of Lone Pine, CA",earthquake,0.18,0.66,,6,reviewed,ci,ci
2020-06-23T17:50:26.404Z,13.9998,145.587,65.38,5.9,mb,,44,0.808,1.08,us,us6000ahcr,2022-06-09T06:43:50.878Z,"91 km NE of Yigo Village, Guam",earthquake,7.8,4.2,0.023,699,reviewed,us,us
2020-06-23T07:43:29.219Z,0.0368,123.7866,109,6,mww,,22,1.475,0.9,us,us6000ah1z,2020-08-30T00:01:07.040Z,"97 km SE of Gorontalo, Indonesia",earthquake,5.7,1.9,0.049,40,reviewed,us,us
2020-06-22T14:29:12.430Z,-33.7934,-178.1429,11.04,5.5,mww,,99,4.538,0.49,us,us6000agjg,2020-08-30T00:01:03.040Z,south of the Kermadec Islands,earthquake,8.5,4.7,0.048,42,reviewed,us,us
2020-06-21T22:40:52.633Z,23.1449,93.2856,10.84,5.6,mww,,23,0.578,0.64,us,us6000ag4u,2022-03-10T05:24:29.517Z,"22 km E of North Vanlaiphai, India",earthquake,4,3,0.068,21,reviewed,us,us
2020-06-21T19:07:54.833Z,66.381,-18.707,10,6,mww,,55,1.969,0.87,us,us6000ag18,2021-09-02T14:18:32.772Z,"27 km NNE of Siglufjörður, Iceland",earthquake,6.9,1.8,0.034,81,reviewed,us,us
2020-06-20T19:26:21.398Z,66.2868,-18.8934,10,5.7,mww,,28,1.848,0.53,us,us6000afj6,2022-03-10T05:24:07.637Z,"15 km N of Siglufjörður, Iceland",earthquake,6.4,1.8,0.043,51,reviewed,us,us
2020-06-19T10:07:56.035Z,-17.4265,-178.9159,544.04,5.6,mww,,34,2.908,0.81,us,us6000aerr,2020-08-30T00:00:50.040Z,"200 km ENE of Levuka, Fiji",earthquake,10,4.2,0.093,11,reviewed,us,us
2020-06-18T16:11:39.955Z,-33.2565,-177.9183,10,5.5,mb,,56,3.999,0.79,us,us6000aea8,2020-08-30T00:00:46.040Z,south of the Kermadec Islands,earthquake,7.9,1.7,0.04,221,reviewed,us,us
2020-06-18T15:06:15.598Z,-33.1561,-177.9703,10,5.5,mb,,26,3.899,0.85,us,us6000ae7q,2020-08-30T00:00:45.040Z,south of the Kermadec Islands,earthquake,8,1.7,0.037,259,reviewed,us,us
2020-06-17T06:24:18.242Z,-16.1358,-174.979,281.59,5.6,mww,,53,3.536,0.96,us,us6000adb0,2020-08-30T00:00:40.040Z,"128 km W of Hihifo, Tonga",earthquake,8.2,3.6,0.073,18,reviewed,us,us
2020-06-16T14:30:26.687Z,27.3437,34.7204,10,5.5,mww,,30,2.326,0.93,us,us6000acva,2020-08-22T19:14:57.040Z,"74 km SSE of Sharm el-Sheikh, Egypt",earthquake,6.4,1.6,0.062,25,reviewed,us,us
2020-06-16T01:30:48.397Z,37.8342,72.2035,127,5.6,mww,,18,0.527,0.97,us,us6000ack0,2020-08-22T19:14:55.040Z,"68 km ENE of Khorugh, Tajikistan",earthquake,6.1,1.8,0.068,21,reviewed,us,us
2020-06-15T06:51:31.776Z,39.4226,40.7479,10,5.5,mww,,37,0.625,0.57,us,us6000ac28,2022-03-10T05:23:39.598Z,"18 km E of Yedisu, Turkey",earthquake,4.4,1.8,0.053,34,reviewed,us,us
2020-06-14T14:24:29.501Z,39.4229,40.7073,10,5.9,mww,,24,0.615,0.62,us,us6000abnv,2022-03-10T05:22:54.331Z,"14 km E of Yedisu, Turkey",earthquake,4.7,1.8,0.039,64,reviewed,us,us
2020-06-13T21:08:30.503Z,18.9317,145.1116,622,6.2,mww,,8,3.727,0.95,us,us6000abgq,2022-05-30T06:43:38.202Z,"Pagan region, Northern Mariana Islands",earthquake,8.8,1.9,0.037,71,reviewed,us,us
2020-06-12T02:53:22.587Z,-42.9925,41.7836,10,5.7,mww,,42,7.957,1.22,us,us6000aadz,2020-08-22T19:14:46.040Z,Prince Edward Islands region,earthquake,4.5,1.7,0.069,20,reviewed,us,us
2020-06-10T19:58:50.008Z,-15.8069,-13.0363,10,6,mww,,29,7.017,1.24,us,us6000a9ik,2020-08-22T19:14:42.040Z,southern Mid-Atlantic Ridge,earthquake,8.9,1.8,0.057,30,reviewed,us,us
2020-06-10T04:29:20.674Z,-23.4568,179.2275,541.31,5.9,mww,,22,5.788,0.79,us,us6000a93j,2020-08-22T19:14:41.040Z,south of the Fiji Islands,earthquake,9,3.4,0.059,28,reviewed,us,us
2020-06-09T17:18:14.071Z,27.7199,53.4201,10,5.7,mww,,19,3.725,0.9,us,us6000a8nh,2022-03-10T05:22:33.070Z,"56 km ENE of Mohr, Iran",earthquake,6.4,1.7,0.053,34,reviewed,us,us
2020-06-09T16:08:50.970Z,27.7645,53.3446,10,5.5,mww,,73,3.803,0.75,us,us6000a8lw,2022-03-10T05:22:08.263Z,"51 km ENE of Mohr, Iran",earthquake,6.8,1.9,0.052,36,reviewed,us,us
2020-06-09T04:56:10.343Z,-4.2241,126.3437,10,5.7,mww,,27,4.766,0.84,us,us6000a89s,2020-08-18T17:59:09.040Z,"212 km WSW of Ambon, Indonesia",earthquake,6.2,1.8,0.068,21,reviewed,us,us
2020-06-07T20:06:38.760Z,-5.3441,151.5995,47.78,5.9,mww,,27,1.275,1.35,us,us6000a7kv,2020-08-18T17:59:03.040Z,"133 km SW of Kokopo, Papua New Guinea",earthquake,3.2,3.3,0.046,46,reviewed,us,us
2020-06-07T14:43:24.234Z,-10.6384,166.1781,20.49,5.7,mww,,62,4.883,0.85,us,us6000a7ig,2022-03-10T05:21:49.866Z,"42 km ENE of Lata, Solomon Islands",earthquake,7.1,3.1,0.065,23,reviewed,us,us
